0.749999976375311	0.649519075760081	-0.125000022643209	0
-0.433012585100851	0.62499988606189	0.64951924033619	-5.000002417212
0.500000136581292	-0.433012831965051	0.749999833848178	-9.99999862741789
0	0	0	1
0.500000048763807	0.85355337480654	0.146446534928469	-9.99999912589468
-0.499999942405182	0.146446677640517	0.853553412624463	-10.0000012537812
0.70710678743101	-0.500000006964419	0.499999984204575	-9.99999984257777
0	0	0	1
0.4999999942586544	-0.146446596370048	0.853553396193216	10.0000001901072
0.500000042865881	0.853553358742317	-0.146446648694413	9.99999925548424
-0.707106754935535	0.500000058191332	0.4999999789332	10.0000005995065
0	0	0	1
